Year,Reporter_Country,Reporter_Region,Partner_Country,Partner_Region,Flow_Type,Product_Category,Trade_Value_USD,Tariff_Rate,Disruption_Risk_Score
2020,Singapore,Asia,Netherlands,Europe,Export,Analog ICs,356857.03,0.141,8
2020,Netherlands,Europe,India,Asia,Import,Optoelectronics,365.68,0.015,5
2020,Netherlands,Europe,South Korea,Asia,Export,Analog ICs,29667.88,0.111,3
2020,UK,Europe,India,Asia,Export,Microprocessors,5659.65,0.015,10
2020,Canada,North America,India,Asia,Export,Optoelectronics,8783.64,0.119,7
2020,France,Europe,Vietnam,Asia,Import,Memory ICs,1041.62,0.008,4
2020,Malaysia,Asia,Mexico,North America,Import,Sensors,67044.12,0.038,10
2020,Taiwan,Asia,Vietnam,Asia,Import,Logic ICs,1523.91,0.011,3
2020,Canada,North America,Singapore,Asia,Export,Logic ICs,2550.07,0.013,1
2020,UK,Europe,Canada,North America,Export,Analog ICs,6165.1,0.033,8
2020,Canada,North America,France,Europe,Export,Optoelectronics,4516.9,0.045,3
2020,Mexico,North America,Taiwan,Asia,Import,Sensors,251.47,0.011,7
2020,Malaysia,Asia,China,Asia,Export,Optoelectronics,2472.25,0.098,2
2020,China,Asia,Japan,Asia,Import,Logic ICs,4251.63,0.107,7
2020,Mexico,North America,Netherlands,Europe,Import,Analog ICs,173465.84,0.035,3
2020,Vietnam,Asia,Mexico,North America,Export,Optoelectronics,325008.47,0.066,7
2020,India,Asia,China,Asia,Import,Analog ICs,6488.05,0.101,5
2020,France,Europe,UK,Europe,Export,Analog ICs,617.77,0.004,4
2020,Canada,North America,Vietnam,Asia,Export,Optoelectronics,7463.89,0.048,9
2020,Netherlands,Europe,Canada,North America,Export,Microprocessors,38655.45,0.137,10
2020,Canada,North America,Malaysia,Asia,Export,Analog ICs,12789.24,0.006,5
2020,Canada,North America,Netherlands,Europe,Export,Memory ICs,6636.51,0.124,7
2020,South Korea,Asia,UK,Europe,Export,Memory ICs,9961.77,0.115,6
2020,Vietnam,Asia,China,Asia,Import,Memory ICs,32361.97,0.077,5
2020,Vietnam,Asia,Japan,Asia,Export,Analog ICs,268850.02,0.107,4
2020,France,Europe,Japan,Asia,Import,Logic ICs,34629.38,0.032,6
2020,Singapore,Asia,Taiwan,Asia,Import,Sensors,11840.34,0.093,10
2020,Germany,Europe,Malaysia,Asia,Export,Microprocessors,3172.08,0.099,1
2020,China,Asia,USA,North America,Import,Logic ICs,14867.84,0.075,7
2020,UK,Europe,Malaysia,Asia,Export,Memory ICs,147023.46,0.026,9
2020,Vietnam,Asia,UK,Europe,Export,Logic ICs,2570.08,0.121,9
2020,UK,Europe,Germany,Europe,Export,Memory ICs,286443.7,0.012,5
2020,South Korea,Asia,Taiwan,Asia,Import,Logic ICs,58830.48,0.139,10
2020,China,Asia,Taiwan,Asia,Import,Analog ICs,10763.77,0.063,3
2020,China,Asia,Germany,Europe,Import,Analog ICs,15293.2,0.118,10
2020,Mexico,North America,Canada,North America,Export,Sensors,23438.89,0.082,8
2020,Netherlands,Europe,France,Europe,Import,Sensors,2156.27,0.033,1
2020,Singapore,Asia,Japan,Asia,Import,Optoelectronics,11874.93,0.013,4
2020,Mexico,North America,Taiwan,Asia,Import,Microprocessors,2935.99,0.05,7
2020,Canada,North America,Japan,Asia,Export,Optoelectronics,3146.85,0.066,3
2020,France,Europe,Japan,Asia,Import,Sensors,1193.67,0.031,5
2020,India,Asia,Netherlands,Europe,Export,Optoelectronics,37876.1,0.022,6
2020,France,Europe,Japan,Asia,Export,Sensors,18835.95,0.124,3
2020,Netherlands,Europe,China,Asia,Import,Analog ICs,46075.86,0.096,4
2020,Taiwan,Asia,Japan,Asia,Export,Microprocessors,123607.54,0.119,4
2020,Malaysia,Asia,Japan,Asia,Export,Memory ICs,43521.75,0.007,7
2020,UK,Europe,India,Asia,Import,Sensors,2011.07,0.012,10
2020,Malaysia,Asia,Vietnam,Asia,Import,Microprocessors,131583.3,0.147,3
2020,Malaysia,Asia,South Korea,Asia,Import,Analog ICs,757.94,0.093,8
2020,USA,North America,UK,Europe,Import,Optoelectronics,354.46,0.064,8
2020,USA,North America,India,Asia,Import,Optoelectronics,3279.24,0.115,2
2020,Vietnam,Asia,Singapore,Asia,Export,Microprocessors,5687.41,0.009,8
2020,China,Asia,India,Asia,Import,Optoelectronics,86452.02,0.049,8
2020,Malaysia,Asia,Taiwan,Asia,Export,Optoelectronics,19714.41,0.098,6
2020,Malaysia,Asia,Japan,Asia,Export,Analog ICs,45905.5,0.062,9
2020,Mexico,North America,Vietnam,Asia,Import,Memory ICs,1864.62,0.012,2
2020,Japan,Asia,Netherlands,Europe,Export,Memory ICs,394975.54,0.026,2
2020,France,Europe,Malaysia,Asia,Export,Memory ICs,266.98,0.008,5
2020,Mexico,North America,Japan,Asia,Import,Optoelectronics,782.74,0.138,6
2020,Singapore,Asia,Taiwan,Asia,Export,Optoelectronics,183039.46,0.044,4
2020,Singapore,Asia,Malaysia,Asia,Export,Logic ICs,46515.31,0.087,7
2020,Canada,North America,India,Asia,Export,Analog ICs,199568.62,0.139,5
2020,Singapore,Asia,Germany,Europe,Export,Sensors,3607.5,0.1,7
2020,UK,Europe,France,Europe,Export,Logic ICs,229926.21,0.125,2
2020,South Korea,Asia,Canada,North America,Import,Microprocessors,1485.78,0.045,1
2020,South Korea,Asia,France,Europe,Import,Logic ICs,139403.38,0.083,6
2020,UK,Europe,Netherlands,Europe,Export,Optoelectronics,25827.52,0.077,6
2020,France,Europe,Malaysia,Asia,Import,Sensors,66710.36,0.1,5
2020,Mexico,North America,India,Asia,Import,Logic ICs,6276.28,0.027,6
2020,Singapore,Asia,India,Asia,Import,Sensors,12381.05,0.131,3
2020,Japan,Asia,UK,Europe,Import,Logic ICs,13066.56,0.048,2
2020,Canada,North America,Japan,Asia,Export,Optoelectronics,406.44,0.104,1
2020,Germany,Europe,Mexico,North America,Import,Optoelectronics,703693.79,0.105,9
2020,Netherlands,Europe,Japan,Asia,Import,Sensors,89838.02,0.149,9
2020,Taiwan,Asia,Mexico,North America,Export,Optoelectronics,6182.91,0.034,8
2020,Vietnam,Asia,Germany,Europe,Export,Analog ICs,90079.2,0.042,9
2020,Japan,Asia,Singapore,Asia,Import,Analog ICs,233510.37,0.035,10
2020,Vietnam,Asia,India,Asia,Import,Sensors,2098648.18,0.078,3
2020,Taiwan,Asia,UK,Europe,Export,Sensors,3192.09,0.147,8
2020,India,Asia,Japan,Asia,Export,Analog ICs,51722.8,0.136,4
2020,Malaysia,Asia,Mexico,North America,Export,Sensors,383.43,0.137,5
2020,Singapore,Asia,Malaysia,Asia,Import,Logic ICs,111062.62,0.125,6
2020,Malaysia,Asia,Japan,Asia,Export,Microprocessors,381470.77,0.068,6
2020,Malaysia,Asia,Netherlands,Europe,Import,Memory ICs,6918.19,0.088,9
2020,Vietnam,Asia,Malaysia,Asia,Export,Optoelectronics,25774.84,0.024,1
2020,Germany,Europe,UK,Europe,Export,Microprocessors,311.85,0.06,8
2020,Malaysia,Asia,Germany,Europe,Export,Memory ICs,454379.94,0.069,10
2020,Taiwan,Asia,Netherlands,Europe,Import,Memory ICs,426356.69,0.11,1
2020,China,Asia,USA,North America,Import,Memory ICs,2926054.55,0.087,6
2020,India,Asia,Japan,Asia,Import,Logic ICs,7446.02,0.024,2
2020,Japan,Asia,USA,North America,Export,Analog ICs,3031.09,0.006,2
2020,Malaysia,Asia,Canada,North America,Import,Optoelectronics,87453.56,0.038,4
2020,China,Asia,Japan,Asia,Import,Analog ICs,123410.6,0.059,3
2020,France,Europe,India,Asia,Import,Microprocessors,29089.16,0.092,7
2020,UK,Europe,Vietnam,Asia,Export,Logic ICs,2069669.5,0.124,2
2020,Vietnam,Asia,South Korea,Asia,Import,Optoelectronics,9810.47,0.019,10
2020,Vietnam,Asia,Netherlands,Europe,Export,Optoelectronics,480866.82,0.12,3
2020,South Korea,Asia,China,Asia,Import,Sensors,2338.96,0.14,9
2020,Vietnam,Asia,USA,North America,Export,Optoelectronics,63388.38,0.051,6
2020,South Korea,Asia,Mexico,North America,Import,Optoelectronics,285725.0,0.042,5
2020,France,Europe,China,Asia,Export,Optoelectronics,15446.83,0.113,10
2020,USA,North America,Mexico,North America,Import,Memory ICs,1464.02,0.066,2
2020,Japan,Asia,USA,North America,Export,Optoelectronics,19649.49,0.067,5
2020,Netherlands,Europe,India,Asia,Export,Sensors,95539.05,0.025,3
2020,Netherlands,Europe,USA,North America,Import,Memory ICs,362507.19,0.079,10
2020,India,Asia,Netherlands,Europe,Export,Optoelectronics,66732.64,0.002,3
2020,Germany,Europe,Vietnam,Asia,Export,Optoelectronics,7506.52,0.06,3
2020,Germany,Europe,Singapore,Asia,Export,Memory ICs,16785.83,0.022,4
2020,Germany,Europe,South Korea,Asia,Import,Optoelectronics,181877.6,0.149,9
2020,Mexico,North America,UK,Europe,Import,Optoelectronics,5397497.95,0.007,7
2020,Taiwan,Asia,China,Asia,Import,Sensors,3699236.25,0.007,8
2020,Singapore,Asia,USA,North America,Import,Memory ICs,72605.37,0.025,1
2020,Mexico,North America,Vietnam,Asia,Export,Sensors,5249.92,0.148,5
2020,India,Asia,Malaysia,Asia,Export,Sensors,1687.21,0.057,2
2020,India,Asia,Mexico,North America,Import,Logic ICs,16028.58,0.115,9
2020,Singapore,Asia,Japan,Asia,Export,Logic ICs,9538.18,0.003,9
2020,China,Asia,Germany,Europe,Export,Sensors,3526.82,0.059,5
2020,Malaysia,Asia,Japan,Asia,Export,Memory ICs,212902.5,0.12,2
2020,Vietnam,Asia,Netherlands,Europe,Import,Memory ICs,205034.47,0.066,9
2020,Netherlands,Europe,India,Asia,Import,Analog ICs,5820.21,0.049,10
2020,UK,Europe,Taiwan,Asia,Import,Microprocessors,2222274.62,0.111,6
2020,Netherlands,Europe,Singapore,Asia,Export,Analog ICs,15405.04,0.05,7
2020,Mexico,North America,India,Asia,Import,Analog ICs,4815.71,0.027,5
2020,Vietnam,Asia,Germany,Europe,Export,Analog ICs,23789.84,0.069,6
2020,Canada,North America,UK,Europe,Import,Microprocessors,3192.85,0.02,7
2020,Netherlands,Europe,Taiwan,Asia,Import,Memory ICs,1718470.17,0.136,9
2020,Malaysia,Asia,USA,North America,Export,Analog ICs,14825.81,0.063,2
2020,Netherlands,Europe,France,Europe,Import,Optoelectronics,1377543.88,0.071,7
2020,India,Asia,Canada,North America,Export,Memory ICs,15260.54,0.006,6
2020,India,Asia,Malaysia,Asia,Import,Optoelectronics,780.86,0.062,5
2020,Vietnam,Asia,Singapore,Asia,Export,Optoelectronics,2384.73,0.039,5
2020,Mexico,North America,USA,North America,Export,Logic ICs,20503.46,0.027,10
2020,China,Asia,Malaysia,Asia,Export,Analog ICs,160790.82,0.004,2
2020,Singapore,Asia,Germany,Europe,Import,Optoelectronics,3581.68,0.071,8
2020,Germany,Europe,China,Asia,Export,Logic ICs,3718.6,0.038,1
2020,Japan,Asia,Malaysia,Asia,Import,Logic ICs,11419.0,0.129,2
2020,Malaysia,Asia,China,Asia,Import,Analog ICs,133312.17,0.044,9
2020,USA,North America,Vietnam,Asia,Import,Logic ICs,253282.86,0.04,8
2020,Netherlands,Europe,China,Asia,Export,Logic ICs,1543468.64,0.064,9
2020,India,Asia,Netherlands,Europe,Import,Memory ICs,315741.19,0.116,9
2020,Japan,Asia,China,Asia,Export,Microprocessors,258729.0,0.058,8
2020,Malaysia,Asia,Canada,North America,Import,Memory ICs,828.05,0.14,3
2020,Malaysia,Asia,Japan,Asia,Import,Optoelectronics,991114.53,0.102,4
2020,Vietnam,Asia,Canada,North America,Export,Optoelectronics,99523.78,0.043,8
2020,Germany,Europe,France,Europe,Export,Logic ICs,10040.63,0.053,8
2020,Malaysia,Asia,Japan,Asia,Import,Memory ICs,1442.56,0.102,7
2020,Netherlands,Europe,Singapore,Asia,Export,Optoelectronics,15395.24,0.117,7
2020,France,Europe,Malaysia,Asia,Import,Memory ICs,48612.67,0.049,7
2020,USA,North America,Canada,North America,Export,Logic ICs,63716.14,0.031,6
2020,Germany,Europe,Vietnam,Asia,Import,Memory ICs,565234.9,0.031,4
2020,South Korea,Asia,Germany,Europe,Export,Analog ICs,22500.31,0.138,8
2020,Malaysia,Asia,Japan,Asia,Import,Logic ICs,14066.33,0.049,3
2020,Netherlands,Europe,UK,Europe,Import,Analog ICs,17197.76,0.051,9
2020,France,Europe,Taiwan,Asia,Export,Analog ICs,55028.76,0.037,4
2020,Germany,Europe,Vietnam,Asia,Import,Optoelectronics,7115.54,0.104,7
2020,Taiwan,Asia,Canada,North America,Export,Logic ICs,51350.23,0.008,8
2020,India,Asia,Vietnam,Asia,Import,Analog ICs,10050.3,0.027,3
2020,Vietnam,Asia,South Korea,Asia,Export,Sensors,15540.54,0.142,3
2020,Japan,Asia,Taiwan,Asia,Import,Logic ICs,23574.84,0.012,6
2020,Japan,Asia,Germany,Europe,Import,Analog ICs,30879.42,0.025,8
2020,Netherlands,Europe,India,Asia,Import,Analog ICs,19475.13,0.029,10
2020,South Korea,Asia,USA,North America,Export,Microprocessors,40488.28,0.087,1
2020,Germany,Europe,South Korea,Asia,Export,Analog ICs,6726.81,0.126,1
2020,Mexico,North America,Singapore,Asia,Export,Memory ICs,41332.84,0.061,2
2020,France,Europe,Taiwan,Asia,Import,Memory ICs,4137.12,0.037,9
2020,China,Asia,Singapore,Asia,Export,Optoelectronics,107642.5,0.021,4
2020,USA,North America,Canada,North America,Import,Memory ICs,1246.61,0.052,2
2020,China,Asia,Taiwan,Asia,Import,Optoelectronics,1585.05,0.005,9
2020,Taiwan,Asia,UK,Europe,Export,Analog ICs,15322.87,0.099,8
2020,UK,Europe,Canada,North America,Export,Optoelectronics,17806.63,0.062,6
2020,Germany,Europe,South Korea,Asia,Export,Memory ICs,9025.46,0.069,10
2020,Netherlands,Europe,China,Asia,Export,Optoelectronics,851302.67,0.099,6
2020,USA,North America,Netherlands,Europe,Import,Optoelectronics,204308.93,0.072,10
2020,Malaysia,Asia,China,Asia,Import,Analog ICs,1125.69,0.137,6
2020,Taiwan,Asia,China,Asia,Import,Optoelectronics,104783.1,0.065,8
2020,Japan,Asia,Canada,North America,Export,Analog ICs,30826.18,0.056,1
2020,Mexico,North America,Vietnam,Asia,Import,Microprocessors,101249.1,0.041,1
2020,Canada,North America,Singapore,Asia,Export,Sensors,4317.45,0.051,5
2020,India,Asia,Netherlands,Europe,Import,Memory ICs,41065.97,0.101,10
2020,China,Asia,Vietnam,Asia,Export,Analog ICs,52088.37,0.121,2
2020,Vietnam,Asia,Netherlands,Europe,Export,Sensors,36190.35,0.149,4
2020,China,Asia,India,Asia,Import,Optoelectronics,853.04,0.08,9
2020,India,Asia,France,Europe,Export,Memory ICs,83233.53,0.051,8
2020,India,Asia,Taiwan,Asia,Export,Logic ICs,7289.27,0.143,1
2020,Singapore,Asia,France,Europe,Import,Analog ICs,5681.47,0.034,6
2020,India,Asia,Japan,Asia,Export,Optoelectronics,17641.79,0.111,10
2020,China,Asia,USA,North America,Import,Sensors,16307.15,0.045,7
2020,Malaysia,Asia,France,Europe,Export,Sensors,11459.88,0.108,7
2020,Germany,Europe,Malaysia,Asia,Export,Memory ICs,31638.36,0.012,3
2020,USA,North America,India,Asia,Import,Optoelectronics,298509.21,0.021,6
2020,Singapore,Asia,Vietnam,Asia,Export,Microprocessors,15856.42,0.043,2
2020,UK,Europe,Canada,North America,Export,Sensors,33664.08,0.082,7
2020,Germany,Europe,China,Asia,Export,Memory ICs,23610.04,0.119,9
2020,Japan,Asia,USA,North America,Export,Optoelectronics,429.66,0.06,3
2020,China,Asia,Taiwan,Asia,Import,Logic ICs,10243.16,0.027,9
2020,South Korea,Asia,Canada,North America,Export,Memory ICs,17197.89,0.016,7
2020,Taiwan,Asia,Netherlands,Europe,Export,Sensors,509030.3,0.094,2
2020,USA,North America,Malaysia,Asia,Import,Analog ICs,17052.48,0.124,2
2020,India,Asia,Netherlands,Europe,Import,Logic ICs,965102.7,0.139,10
2020,Netherlands,Europe,Vietnam,Asia,Export,Sensors,86186.77,0.122,1
2020,USA,North America,Vietnam,Asia,Import,Memory ICs,93251.75,0.088,1
2020,UK,Europe,India,Asia,Export,Memory ICs,27299.72,0.027,4
2020,China,Asia,Netherlands,Europe,Import,Logic ICs,2392.5,0.008,5
2020,India,Asia,South Korea,Asia,Export,Logic ICs,218408.57,0.012,8
2020,UK,Europe,Singapore,Asia,Import,Logic ICs,68284.22,0.06,8
2020,Malaysia,Asia,Japan,Asia,Import,Logic ICs,9225.0,0.024,8
2020,Vietnam,Asia,India,Asia,Import,Optoelectronics,690.31,0.012,1
2020,China,Asia,Vietnam,Asia,Export,Microprocessors,9003.02,0.137,2
2020,USA,North America,Malaysia,Asia,Export,Logic ICs,4666661.78,0.087,9
2020,Canada,North America,France,Europe,Import,Microprocessors,25069.04,0.034,3
2020,Vietnam,Asia,Japan,Asia,Export,Logic ICs,2470.49,0.094,5
2020,Germany,Europe,China,Asia,Import,Memory ICs,319353.97,0.083,1
2020,Mexico,North America,USA,North America,Export,Analog ICs,220192.8,0.054,4
2020,Japan,Asia,South Korea,Asia,Export,Sensors,14213.34,0.111,8
2020,Canada,North America,Taiwan,Asia,Export,Logic ICs,17173.89,0.101,10
2020,Singapore,Asia,Canada,North America,Import,Microprocessors,7058.2,0.093,4
2020,Netherlands,Europe,Malaysia,Asia,Export,Analog ICs,34866.54,0.073,9
2020,Canada,North America,Japan,Asia,Import,Analog ICs,3484.57,0.145,10
2020,India,Asia,China,Asia,Export,Microprocessors,147147.26,0.079,8
2020,UK,Europe,China,Asia,Export,Memory ICs,19558.59,0.077,4
2020,Singapore,Asia,China,Asia,Export,Logic ICs,1385.93,0.058,2
2020,Japan,Asia,India,Asia,Export,Analog ICs,2075.99,0.074,8
2020,China,Asia,Japan,Asia,Export,Analog ICs,268071.71,0.01,4
2020,Taiwan,Asia,China,Asia,Export,Microprocessors,1532.18,0.122,5
2020,Germany,Europe,Singapore,Asia,Import,Analog ICs,121399.6,0.013,7
2020,India,Asia,South Korea,Asia,Import,Analog ICs,10522.03,0.025,7
2020,South Korea,Asia,Malaysia,Asia,Import,Analog ICs,6896.05,0.006,5
2020,Malaysia,Asia,India,Asia,Export,Memory ICs,6484.89,0.1,3
2020,Netherlands,Europe,UK,Europe,Import,Sensors,3308.9,0.014,2
2020,Malaysia,Asia,Vietnam,Asia,Export,Logic ICs,73933.17,0.018,3
2020,USA,North America,Mexico,North America,Import,Microprocessors,65793.96,0.107,9
2020,Japan,Asia,China,Asia,Import,Analog ICs,9892.97,0.138,1
2020,Vietnam,Asia,China,Asia,Export,Optoelectronics,205354.45,0.09,9
2020,China,Asia,Singapore,Asia,Export,Analog ICs,449591.73,0.02,4
2020,Vietnam,Asia,South Korea,Asia,Export,Microprocessors,17089.83,0.099,6
2020,China,Asia,South Korea,Asia,Export,Optoelectronics,4221.86,0.021,7
2020,Japan,Asia,Singapore,Asia,Import,Logic ICs,234791.78,0.006,6
2020,Mexico,North America,Vietnam,Asia,Import,Sensors,3953.57,0.002,1
2020,Germany,Europe,China,Asia,Export,Analog ICs,2627470.96,0.035,8
2020,USA,North America,India,Asia,Export,Microprocessors,46825.55,0.016,10
2020,India,Asia,Vietnam,Asia,Export,Logic ICs,3071.78,0.005,4
2020,Singapore,Asia,UK,Europe,Import,Optoelectronics,32772.99,0.108,7
2020,Singapore,Asia,USA,North America,Import,Memory ICs,7771.92,0.006,3
2020,Germany,Europe,China,Asia,Import,Sensors,2332.72,0.098,8
2020,Singapore,Asia,Canada,North America,Export,Microprocessors,8052.08,0.149,2
2020,Vietnam,Asia,Japan,Asia,Import,Optoelectronics,1308.8,0.105,4
2020,Vietnam,Asia,Germany,Europe,Export,Optoelectronics,3513.24,0.04,1
2020,Mexico,North America,Singapore,Asia,Export,Optoelectronics,6057.04,0.017,2
2020,Malaysia,Asia,South Korea,Asia,Export,Sensors,15285.74,0.033,8
2020,India,Asia,Vietnam,Asia,Export,Microprocessors,9205.13,0.136,2
2020,Canada,North America,South Korea,Asia,Export,Microprocessors,35264.64,0.14,8
2020,Mexico,North America,Netherlands,Europe,Export,Sensors,7478.55,0.115,5
2020,Canada,North America,South Korea,Asia,Import,Memory ICs,9394.24,0.047,10
2020,Singapore,Asia,France,Europe,Import,Microprocessors,143210.57,0.101,4
2020,South Korea,Asia,Taiwan,Asia,Import,Microprocessors,67932.57,0.006,5
2020,Canada,North America,USA,North America,Import,Optoelectronics,1559.04,0.02,4
2020,Singapore,Asia,France,Europe,Import,Memory ICs,19584.05,0.122,1
2020,Mexico,North America,Malaysia,Asia,Export,Optoelectronics,8022.19,0.137,6
2020,Mexico,North America,Singapore,Asia,Import,Optoelectronics,6274.28,0.122,10
2020,Taiwan,Asia,Japan,Asia,Import,Logic ICs,67.78,0.032,9
2020,Singapore,Asia,South Korea,Asia,Export,Analog ICs,72473.9,0.111,5
2020,Canada,North America,Germany,Europe,Export,Analog ICs,6769.69,0.031,6
2020,Japan,Asia,France,Europe,Export,Microprocessors,19432.86,0.12,3
2020,Malaysia,Asia,Canada,North America,Import,Memory ICs,35819.47,0.111,9
2020,Netherlands,Europe,China,Asia,Import,Sensors,1244033.03,0.067,10
2020,Mexico,North America,Japan,Asia,Import,Memory ICs,1031.82,0.071,7
2020,Vietnam,Asia,USA,North America,Export,Analog ICs,27978.66,0.133,7
2020,Vietnam,Asia,USA,North America,Export,Sensors,6180.5,0.119,4
2020,USA,North America,India,Asia,Import,Microprocessors,13546.42,0.104,7
2020,UK,Europe,France,Europe,Import,Analog ICs,22127.49,0.077,7
2020,Singapore,Asia,USA,North America,Export,Memory ICs,319991.85,0.13,4
2020,UK,Europe,Mexico,North America,Export,Microprocessors,46049.68,0.114,1
2020,Taiwan,Asia,China,Asia,Import,Memory ICs,11904.49,0.082,8
2020,Japan,Asia,France,Europe,Export,Memory ICs,20556.99,0.124,5
2020,Japan,Asia,France,Europe,Import,Microprocessors,3987.21,0.075,5
2020,Canada,North America,Germany,Europe,Export,Optoelectronics,829.3,0.029,4
2020,Japan,Asia,Germany,Europe,Import,Microprocessors,6669.3,0.05,2
2020,China,Asia,South Korea,Asia,Import,Memory ICs,24915.97,0.069,9
2020,Canada,North America,Netherlands,Europe,Import,Memory ICs,828038.89,0.148,3
2020,South Korea,Asia,Singapore,Asia,Import,Microprocessors,11094.92,0.144,5
2020,UK,Europe,South Korea,Asia,Import,Logic ICs,10918.68,0.14,3
2020,Japan,Asia,China,Asia,Import,Optoelectronics,4292.82,0.114,1
2020,UK,Europe,Canada,North America,Import,Logic ICs,132265.68,0.118,5
2020,Mexico,North America,France,Europe,Export,Sensors,22979.01,0.076,4
2020,Taiwan,Asia,Malaysia,Asia,Export,Optoelectronics,35857.73,0.042,3
2020,USA,North America,Canada,North America,Import,Memory ICs,2488.87,0.087,9
2020,Singapore,Asia,Germany,Europe,Import,Optoelectronics,727.97,0.047,2
2020,South Korea,Asia,Singapore,Asia,Import,Sensors,25536.54,0.05,1
2020,Netherlands,Europe,Malaysia,Asia,Import,Optoelectronics,24124.49,0.002,2
2020,France,Europe,UK,Europe,Export,Analog ICs,67283.67,0.11,7
2020,China,Asia,South Korea,Asia,Export,Analog ICs,53901.37,0.015,4
2020,Taiwan,Asia,Malaysia,Asia,Import,Sensors,11898.83,0.075,8
2020,Canada,North America,Malaysia,Asia,Export,Analog ICs,11840.28,0.014,3
2020,Mexico,North America,China,Asia,Import,Sensors,16547.57,0.116,3
2020,Netherlands,Europe,USA,North America,Import,Microprocessors,62812.26,0.119,4
2020,USA,North America,South Korea,Asia,Import,Optoelectronics,330.38,0.076,7
2020,Mexico,North America,Taiwan,Asia,Export,Sensors,34548.2,0.098,1
2020,Canada,North America,China,Asia,Export,Sensors,8827.97,0.139,2
2020,Netherlands,Europe,Japan,Asia,Export,Microprocessors,239.23,0.13,8
2020,France,Europe,Germany,Europe,Import,Memory ICs,3625.03,0.037,4
2020,Netherlands,Europe,Japan,Asia,Export,Logic ICs,7426.53,0.018,6
2020,Netherlands,Europe,Japan,Asia,Import,Logic ICs,4797.3,0.053,9
2021,France,Europe,Mexico,North America,Export,Optoelectronics,26114.45,0.117,10
2021,USA,North America,Japan,Asia,Import,Sensors,534938.41,0.0,3
2021,Mexico,North America,India,Asia,Import,Memory ICs,29441.52,0.111,2
2021,Mexico,North America,France,Europe,Export,Sensors,5910.14,0.127,2
2021,Germany,Europe,Taiwan,Asia,Export,Memory ICs,3170.69,0.038,2
2021,Japan,Asia,Vietnam,Asia,Import,Logic ICs,18426.09,0.041,3
2021,South Korea,Asia,Vietnam,Asia,Import,Analog ICs,2243.61,0.13,8
2021,India,Asia,Germany,Europe,Import,Microprocessors,23338.36,0.036,8
2021,Taiwan,Asia,Germany,Europe,Import,Microprocessors,3970.7,0.112,6
2021,USA,North America,Japan,Asia,Export,Logic ICs,16577.09,0.009,9
2021,China,Asia,Malaysia,Asia,Import,Microprocessors,6398.42,0.13,6
2021,France,Europe,India,Asia,Import,Analog ICs,7737.9,0.044,10
2021,Mexico,North America,Singapore,Asia,Import,Microprocessors,30386.96,0.08,10
2021,USA,North America,Malaysia,Asia,Export,Sensors,3480.09,0.085,3
2021,Germany,Europe,Singapore,Asia,Import,Memory ICs,144692.16,0.085,10
2021,Japan,Asia,China,Asia,Import,Analog ICs,80828.6,0.067,2
2021,Taiwan,Asia,Malaysia,Asia,Import,Microprocessors,2191.92,0.07,7
2021,Netherlands,Europe,USA,North America,Import,Analog ICs,4063.27,0.025,7
2021,India,Asia,UK,Europe,Export,Sensors,71889.41,0.017,1
2021,Canada,North America,Singapore,Asia,Import,Logic ICs,85857.2,0.097,6
2021,China,Asia,France,Europe,Import,Memory ICs,5738.93,0.065,10
2021,France,Europe,Vietnam,Asia,Import,Microprocessors,34425.12,0.119,1
2021,Taiwan,Asia,Germany,Europe,Export,Microprocessors,1364766.64,0.04,5
2021,Netherlands,Europe,Mexico,North America,Import,Optoelectronics,40059.06,0.111,10
2021,Canada,North America,India,Asia,Export,Memory ICs,228133.69,0.145,10
2021,France,Europe,Germany,Europe,Import,Optoelectronics,9655.0,0.129,10
2021,Germany,Europe,Netherlands,Europe,Export,Sensors,3636.06,0.14,1
2021,Taiwan,Asia,Vietnam,Asia,Import,Analog ICs,3202.22,0.033,7
2021,France,Europe,Taiwan,Asia,Export,Memory ICs,945411.59,0.019,7
2021,USA,North America,Malaysia,Asia,Import,Sensors,309317.48,0.088,3
2021,China,Asia,UK,Europe,Export,Optoelectronics,5786.65,0.064,6
2021,Canada,North America,France,Europe,Export,Memory ICs,19493.74,0.047,6
2021,South Korea,Asia,USA,North America,Import,Sensors,175935.64,0.112,10
2021,Taiwan,Asia,France,Europe,Export,Memory ICs,63640.49,0.047,1
2021,South Korea,Asia,Germany,Europe,Export,Optoelectronics,624.96,0.012,6
2021,India,Asia,Taiwan,Asia,Export,Memory ICs,763.32,0.086,6
2021,UK,Europe,Malaysia,Asia,Import,Logic ICs,1459.91,0.015,3
2021,Taiwan,Asia,France,Europe,Import,Microprocessors,34417.01,0.077,2
2021,Malaysia,Asia,Canada,North America,Export,Logic ICs,32889.31,0.087,4
2021,Japan,Asia,Canada,North America,Export,Optoelectronics,11633.69,0.009,7
2021,Malaysia,Asia,Singapore,Asia,Import,Sensors,26674.72,0.123,1
2021,Malaysia,Asia,France,Europe,Import,Optoelectronics,6723.41,0.004,3
2021,USA,North America,India,Asia,Export,Microprocessors,156724.13,0.134,10
2021,Japan,Asia,Malaysia,Asia,Import,Memory ICs,211774.27,0.019,9
2021,Malaysia,Asia,South Korea,Asia,Import,Logic ICs,23149.7,0.051,3
2021,Taiwan,Asia,Canada,North America,Export,Sensors,4283.27,0.117,10
